elevation_m_navd88,volume_m3,area_m2
30.05626374632869,2066866.7619237872,1450814.038547366
30.06933689596665,2085833.4709465713,1450814.038547366
30.08241004560461,2104800.179969355,1450814.038547366
30.095483195242572,2123766.8889921396,1450814.038547366
30.10855634488053,2142733.598014919,1450814.038547366
30.12162949451849,2161700.307037703,1450814.038547366
30.13470264415645,2180667.0160604874,1450814.038547366
30.147775793794413,2199633.7250832715,1450814.038547366
30.16084894343237,2218600.434106051,1450814.038547366
30.17392209307033,2237567.143128835,1450814.038547366
30.186995242708292,2256533.8521516193,1450814.038547366
30.200068392346253,2275500.5611744034,1450814.038547366
30.213141541984214,2294467.2701971876,1450814.038547366
30.22621469162217,2313433.979219968,1450814.038547366
30.239287841260133,2332400.688242752,1450814.038547366
30.252360990898094,2351367.3972655362,1450814.038547366
30.265434140536055,2370334.1062883204,1450814.038547366
30.278507290174016,2389300.8153111045,1450814.038547366
30.291580439811973,2408267.524333883,1450814.038547366
30.304653589449934,2427234.233356667,1450814.038547366
30.317726739087895,2446200.9423794514,1450814.038547366
30.330799888725856,2465167.651402236,1450814.038547366
30.343873038363817,2484134.36042502,1450814.038547366
30.356946188001775,2503101.0694477987,1450814.038547366
30.370019337639736,2522067.778470583,1450814.038547366
30.383092487277697,2541034.487493367,1450814.038547366
30.396165636915658,2560001.196516151,1450814.038547366
30.40923878655362,2578967.9055389357,1450814.038547366
30.422311936191576,2597934.614561715,1450814.038547366
30.435385085829537,2616901.3235845,1450814.038547366
30.4484582354675,2635868.032607284,1450814.038547366
30.46153138510546,2654834.7416300685,1450814.038547366
30.47460453474342,2673801.450652852,1450814.038547366
30.487677684381378,2692768.159675632,1450814.038547366
30.50075083401934,2711734.8686984163,1450814.038547366
30.5138239836573,2730701.577721202,1450814.038547366
30.52689713329526,2749668.2867439864,1450814.038547366
30.539970282933222,2768634.9957667706,1450814.038547366
30.55304343257118,2787601.7047895477,1450814.038547366
30.56611658220914,2806568.4138123323,1450814.038547366
30.5791897318471,2825535.122835117,1450814.038547366
