time_min,rain_mm_hr,Pe_mm_hr,flooded_ha,mean_depth_m,outflow_total_cms,outflow_total_cfs,outflow_south_cms,outflow_south_cfs
849.6666666666667,4.3829111111111105,1.7493915947852656,0.995,0.0642547532916069,0.042889919063782145,1.5146446247617473,0.012560285395011306,0.44356271063920577
850.0,4.402666666666666,1.7577102653376642,0.995,0.06429006159305573,0.04301324067682799,1.5189996905299776,0.012630640994757414,0.4460472975375597
850.3333333333334,4.422422222222222,1.76603016370791,0.995,0.06432536989450455,0.043113503816130105,1.5225404532154898,0.012658502673730254,0.44703122437198184
850.6666666666666,4.442177777777777,1.7743514945323113,0.995,0.06436070054769516,0.04319856933079791,1.525544516346329,0.012667825212702155,0.44736044703901284
851.0,4.4619333333333335,1.7826732346293284,0.9975,0.06435999274253845,0.043227856799603614,1.526578794520962,0.012688114074990153,0.4480769421240548
851.3333333333333,4.481688888888889,1.7909972257257323,0.9975,0.06439532339572906,0.04334760347205702,1.5308076123346521,0.012744315899908543,0.4500616927105002
851.6666666666666,4.501444444444444,1.7993230585489073,0.9975,0.06443065404891968,0.04341959916018823,1.5333501184622993,0.012753559276461601,0.45038811978045856
852.0,4.521199999999999,1.8076482774631586,0.9975,0.06446598470211029,0.04347775101678053,1.5354037338322994,0.012764979619532824,0.4507914257699158
852.3333333333334,4.540955555555555,1.8159757473767968,1.0,0.06446510553359985,0.04364177119214219,1.5411960571191439,0.012822060380131006,0.45280721570621246
852.6666666666666,4.560711111111111,1.8243046497445903,1.0,0.06450048834085464,0.04365322015473794,1.541600373798524,0.012821152340620756,0.45277514856331985
853.0,4.580466666666666,1.8326339613849996,1.0,0.06453588604927063,0.043746038775225315,1.5448782355354496,0.012864444870501757,0.45430401126830844
853.3333333333333,4.6002222222222215,1.8409645008432562,1.0025,0.06453502923250198,0.04382852521644054,1.5477912194610328,0.012893429957330227,0.45532761091412977
853.6666666666666,4.619977777777778,1.849297086664592,1.0050000000000001,0.0645342469215393,0.043947675424078625,1.5519989732987094,0.012907254276797175,0.4558158126088092
854.0,4.639733333333333,1.8576298771222355,1.0050000000000001,0.06456968188285828,0.04397208562522792,1.5528610122292366,0.01293462235480547,0.45678230807324877
854.3333333333334,4.6594888888888875,1.8659643046703422,1.0050000000000001,0.06460513174533844,0.04413403146827477,1.558580081092683,0.012974353739991784,0.4581854100216879
854.6666666666666,4.679244444444444,1.874298732218449,1.0050000000000001,0.0646405890583992,0.04416061612687372,1.5595189103357074,0.012991188559681177,0.45877992662857286
855.0,4.698999999999999,1.8826360246748663,1.0050000000000001,0.06467604637145996,0.04428554997048195,1.563930911542579,0.0130292191170156,0.4601229643516708
855.3333333333334,4.718755555555555,1.8909741356765153,1.0075,0.06467508524656296,0.044318531354292645,1.5650956392174387,0.013041362399235368,0.4605518007202773
855.6666666666666,4.7385111111111105,1.8993120420418563,1.01,0.06467419117689133,0.044462232646083066,1.5701704072266298,0.013096624752506614,0.4625033741473453
856.0,4.758266666666666,1.9076526086792,1.0125,0.06467338651418686,0.04454348387525897,1.5730397700096082,0.013088486157357693,0.4622159621012397
856.3333333333334,4.778022222222222,1.91599256140762,1.0125,0.0647088810801506,0.04466609027986124,1.5773695784062156,0.013153849868103862,0.4645242619371275
856.6666666666667,4.797777777777776,1.924334969771735,1.0125,0.06474439054727554,0.044698664414681843,1.578519924205165,0.013158784713596106,0.4646985345252324
857.0,4.817533333333333,1.932679015226313,1.0125,0.06477990001440048,0.04480363288053013,1.5822268540860576,0.013197943335399032,0.4660814095066162
857.3333333333334,4.837288888888888,1.9410232653171988,1.0150000000000001,0.06477893143892288,0.04486676841906956,1.5844564666889158,0.01319571165367961,0.46600259833619934
857.6666666666666,4.857044444444443,1.9493683339533163,1.0150000000000001,0.06481454521417618,0.04504964162606484,1.590914579131992,0.013288070913404226,0.46926423788559624
858.0,4.876799999999999,1.9577158582251286,1.0175,0.06481371074914932,0.0450641625445769,1.59142738101297,0.013258806429803371,0.46823077142657715
858.3333333333334,4.896555555555555,1.9660644056784804,1.0175,0.06484930217266083,0.04516939077916504,1.5951434845489798,0.013323079328984022,0.47050054957927206
858.6666666666667,4.91631111111111,1.974413362404448,1.0175,0.06488492339849472,0.045286257400221075,1.5992705942115872,0.013341219164431095,0.4711411524261348
859.0,4.936066666666665,1.9827645701298025,1.0175,0.06492055207490921,0.045372565477919125,1.6023185380830707,0.01336931367404759,0.4721333016048884
859.3333333333334,4.9558222222222215,1.9911151639462332,1.02,0.064919613301754,0.04547059223341421,1.605780323545353,0.013379657175391912,0.4724985792518128
859.6666666666666,4.975577777777777,1.9994686226709746,1.0225,0.06491876393556595,0.04554632295594274,1.6084547312922313,0.013429857790470123,0.4742713989131153
860.0,4.995333333333333,2.0078226953046396,1.0225,0.06495445221662521,0.045683178582294204,1.6132877466801452,0.013468320248648524,0.47562968908494807
860.3333333333333,5.015088888888888,2.016177791119844,1.025,0.06495365500450134,0.045744269928036374,1.6154451692276262,0.013490515993908048,0.4764135251700646
860.6666666666667,5.0348444444444445,2.0245351379344356,1.0275,0.06495295464992523,0.04578086839728712,1.6167376331896757,0.013498414773494005,0.4766924682015088
861.0,5.0546,2.032894326475798,1.03,0.0649523213505745,0.04601381806651261,1.6249641808734732,0.013587926514446735,0.47985354847973216
861.3333333333334,5.074355555555556,2.0412545381987,1.035,0.06491567194461823,0.046001451772781365,1.6245274689202422,0.01355764688923955,0.47878423259942793
861.6666666666666,5.094111111111111,2.049615363830526,1.035,0.0649513378739357,0.046125575195219426,1.6289108503466156,0.013614436611533165,0.48078974460531027
